Age,EstimatedSalary,Purchased
59,143394,1
19,134368,0
34,85542,0
70,60972,0
61,135035,0
63,112616,0
51,44647,0
41,85309,1
44,99295,1
66,40015,0
64,31083,1
19,58566,1
46,105912,0
79,125448,1
72,120856,1
38,46230,0
62,97595,0
75,60262,1
56,48676,0
45,117251,1
18,33137,1
65,148945,0
39,54992,0
75,66023,0
21,148617,1
64,88090,1
21,58252,1
45,129082,0
42,36526,0
65,33907,1
22,30073,1
47,74173,1
54,138714,1
58,61760,0
52,52995,1
23,140685,0
32,71655,0
19,100975,0
42,33268,1
37,101283,0
28,54541,1
59,128865,0
53,114514,1
80,70830,0
60,145086,1
24,103139,0
75,147784,0
27,124855,1
56,69107,1
33,67961,1
23,97411,0
38,52864,0
51,102001,0
78,50854,0
26,65767,1
74,40208,0
23,128974,1
70,60316,1
80,35349,1
42,94600,0
79,62776,1
59,36041,1
34,93676,1
64,85541,0
59,64317,0
36,125744,1
24,130844,0
32,147631,1
34,110298,0
48,52683,1
58,100409,0
38,128733,1
20,64379,0
19,55748,0
64,141674,0
35,45595,0
32,101920,0
75,128857,1
35,116817,0
48,91146,0
28,137260,1
56,46394,0
65,112145,1
37,78147,0
33,104889,1
57,68855,1
26,120473,1
35,60895,1
44,103351,0
53,149731,1
66,61932,0
77,100394,0
69,97043,0
45,44868,1
78,57649,0
70,68331,0
68,40739,0
75,101785,1
41,52368,1
19,39651,0
38,103956,0
71,109845,0
79,49943,1
36,33045,1
68,66723,1
27,77323,1
22,94322,0
73,54899,1
69,131367,0
45,76724,1
65,106922,0
41,141253,0
49,67158,1
42,85645,0
19,46655,0
56,73880,1
35,91446,1
44,141200,1
34,120039,0
29,91210,0
68,78898,1
79,101167,0
49,35953,1
40,47128,0
19,114890,1
61,88744,1
62,34694,0
75,83129,1
53,98194,1
24,33247,1
79,33775,0
56,43907,1
22,121825,0
20,127071,1
57,82187,1
59,118602,1
71,35330,1
76,84724,0
25,110319,0
60,94418,1
43,114392,0
24,102730,1
73,71597,1
73,79440,1
29,42198,0
56,129430,0
20,116621,0
44,108389,0
33,140645,0
22,75235,0
79,56898,0
80,57371,1
30,39452,0
19,107981,0
51,63965,0
29,31468,0
72,132774,0
76,46788,0
27,122264,0
39,89877,0
77,140809,1
52,119612,1
59,146481,1
38,121945,1
29,49561,1
78,69931,1
22,133824,1
80,109164,1
74,54215,1
54,138689,1
34,70355,1
75,39625,1
58,131665,0
46,133947,0
27,92637,0
65,68375,1
59,62103,0
32,99177,0
29,30671,0
45,121434,0
56,91618,0
57,53939,0
41,83826,0
35,121283,0
68,69478,0
76,80695,0
76,33175,0
50,59495,0
38,60855,0
38,122240,0
77,107945,0
54,148119,0
70,125934,1
65,50873,0
54,55201,0
21,43962,0
33,140020,0
80,140795,0
32,46539,0
64,54989,0
40,88944,0
36,58024,0
67,100547,0
43,133569,0
76,67309,0
44,126741,0
54,106893,0
45,116335,1
41,77166,0
48,80709,0
59,103690,0
38,134020,0
23,129039,0
26,77486,0
80,109782,0
72,141385,0
28,30316,0
69,35524,0
61,102886,0
53,139912,1
50,100223,0
28,113248,0
80,137291,0
26,137134,0
78,121249,0
61,130455,0
28,97456,0
56,138484,0
41,98584,0
70,135164,1
60,52038,0
55,34412,0
67,49665,0
68,94624,0
21,97251,0
45,51617,0
23,62161,0
35,92909,0
71,60138,0
72,113967,0
60,34574,0
39,76321,1
76,48063,0
30,63763,0
52,107139,0
73,89830,0
58,81532,0
70,45718,1
19,69212,0
23,100693,0
40,144565,0
61,125468,0
44,131169,0
73,133140,0
67,109341,0
76,41469,0
66,69923,0
70,93989,0
30,149107,0
59,148369,0
31,92594,0
42,53195,0
46,96318,0
74,49063,0
26,93712,0
78,114568,0
61,48574,0
27,104377,0
64,80008,0
31,116037,0
75,57170,0
77,135786,0
44,90404,0
21,69330,0
36,100795,0
42,118807,0
19,110621,0
38,50066,0
67,70870,0
43,107031,0
28,90315,0
71,126904,1
75,93845,0
22,79654,0
59,93308,0
61,121246,0
24,39386,0
49,112107,0
79,86505,0
48,107529,0
48,47570,1
37,127659,0
41,131596,0
77,98698,0
41,77304,0
55,33190,0
51,71151,0
40,66578,0
51,134608,0
45,134009,0
31,129649,0
61,42022,0
42,46332,0
19,54233,1
73,52008,1
66,117807,0
73,68913,0
24,142764,0
50,61827,0
46,35653,0
24,135806,0
42,60063,0
73,60390,1
26,51884,0
49,143463,0
47,145706,0
54,114908,0
31,83903,0
74,41555,0
80,44809,0
30,117859,0
71,30436,0
39,104232,0
46,137004,0
60,64838,0
79,66809,0
53,54839,1
77,101127,0
33,91560,0
42,82995,0
76,124946,0
56,146906,0
77,106780,0
74,65014,0
43,142111,0
73,144897,0
67,101221,0
32,61940,0
80,116982,0
57,94934,0
30,147179,0
59,103803,0
55,58632,0
54,145422,0
59,138444,0
74,143461,0
60,66161,1
60,81796,0
54,96627,1
38,144371,0
64,38936,1
69,143217,0
80,128434,1
43,72931,0
38,33970,1
46,76364,1
65,136704,0
49,107444,0
70,64903,0
78,149094,1
72,130556,0
63,71882,0
49,145130,0
28,67192,1
61,78801,0
47,98237,1
55,76260,1
26,138862,1
77,83620,0
47,65211,0
26,104134,1
69,141387,1
40,130720,0
79,118475,1
32,98410,1
29,34387,0
30,87656,1
22,30809,1
25,41324,0
41,95045,1
27,39841,0
59,102494,0
31,97555,0
51,125792,1
69,74063,1
52,99503,0
31,59080,1
77,124783,1
22,58630,0
19,33931,1
62,100051,0
36,70935,1
25,127526,0
77,148703,1
25,50447,0
39,31186,0
43,114449,1
51,75436,1
74,42460,0
24,85793,1
72,45179,0
27,127672,0
55,41000,1
33,124076,1
46,51915,0
21,97998,1
61,84497,1
59,50517,0
60,66758,1
43,97308,1
36,132664,0
55,87677,0
18,117497,1
75,98587,0
33,88138,0
62,52695,1
55,103014,1
46,124564,1
29,110526,1
66,80799,1
24,34532,0
77,148582,1
30,67746,1
76,143961,1
70,106832,1
35,61897,0
20,120825,1
70,135769,1
30,51221,0
80,93970,1
65,58994,0
54,52196,1
44,139338,0
57,44693,1
20,44334,1
65,37625,1
27,83271,1
30,132995,0
69,101271,0
78,106083,0
61,82271,1
38,93921,1
32,139883,0
34,66170,1
60,39176,1
76,51168,1
74,135281,1
62,60814,1
49,65029,0
54,120183,0
54,68565,0
70,47572,1
52,144302,1
68,30623,0
64,147762,0
42,137009,1
59,140950,0
39,147344,1
32,149455,0
70,101177,1
60,59848,1
32,68352,0
58,113402,1
25,96351,0
21,76221,1
49,44010,1
68,104192,0
76,148134,1
26,67563,1
31,78328,0
36,89766,0
50,76531,0
46,149716,1
47,117372,1
77,91104,0
76,135867,1
73,44931,0
56,143653,0
35,84143,1
52,72740,0
51,82376,1
61,73353,0
27,38926,0
73,61173,1
51,119103,1
45,147394,0
36,133384,0
74,137413,1
35,103135,1
68,113856,0
43,123798,1
36,80477,1
48,115991,0
47,146807,0
60,124443,1
18,89024,0
40,51583,1
72,143201,0
54,32503,1
20,57066,1
34,125898,1
20,104624,0
59,99071,1
23,32955,0
39,53840,1
24,129668,1
50,90489,1
18,42041,0
48,123742,1
59,87994,1
56,58427,1
31,71333,1
27,75503,0
43,57035,1
32,54011,1
48,130926,1
48,62769,0
70,52591,1
63,61425,0
23,90213,1
27,103550,0
71,35420,0
71,64321,1
34,141819,1
78,61370,0
74,97132,1
69,65435,1
52,38554,1
33,94168,1
60,123892,1
29,71112,1
45,130793,0
40,80546,1
42,70945,1
27,66188,1
75,85380,1
78,52784,1
18,129100,1
58,121261,0
53,72934,1
48,138602,1
37,137496,1
71,77665,0
42,78649,1
24,83767,0
35,113167,0
55,95083,0
74,84985,1
77,120002,1
36,123033,1
49,92756,0
62,144279,0
41,55163,0
78,45319,0
78,117734,0
55,147199,0
79,132903,1
25,135079,0
65,104929,1
55,128595,0
52,96968,1
71,148245,0
19,91073,0
28,111366,1
44,37309,0
58,135207,0
22,71036,1
71,134625,0
21,68577,0
33,103294,0
31,75486,1
69,86494,1
40,143194,1
62,112419,0
62,144586,0
60,141858,1
74,123931,1
52,137038,0
18,120642,0
63,98620,1
30,96914,1
41,140114,0
43,83212,1
66,72540,1
21,122166,1
43,43528,1
29,121752,1
19,78923,1
28,147363,0
61,73451,1
53,57933,0
33,40197,0
25,122274,1
37,93679,0
19,74874,1
44,149342,0
19,137061,1
48,35645,1
61,105685,1
63,95730,1
30,84025,1
37,110552,1
61,76760,0
29,61962,1
51,115526,1
51,59530,0
38,128130,0
48,89941,1
71,90659,0
63,90997,0
45,42584,0
22,37303,1
69,108927,0
59,61671,1
35,107578,0
72,78498,0
39,129901,0
51,129227,1
29,86174,1
78,38284,1
73,98144,0
37,79780,0
34,93571,0
26,58292,1
28,131566,1
23,114772,1
66,143132,0
53,47888,1
20,128381,1
68,90627,0
53,67390,1
63,136257,0
26,30041,1
52,60405,1
70,92073,0
63,49341,1
19,36213,1
57,82639,1
78,87825,1
55,98898,1
69,60840,0
34,46055,0
60,115365,1
47,40554,0
42,73610,0
61,119077,0
27,34831,0
59,88238,1
64,63918,1
26,36673,0
80,129615,1
20,80007,0
30,149019,0
45,102143,0
36,145227,0
70,103195,1
66,100433,1
71,98201,0
63,49739,1
80,136973,1
45,118607,0
73,127072,0
36,105848,0
66,90872,1
60,126638,1
74,72679,0
53,42574,1
75,113823,0
77,107885,0
34,72987,1
46,35743,0
61,107529,0
43,99044,1
29,145053,1
41,54510,1
46,74693,1
52,43869,1
32,60462,0
76,77235,1
69,137360,1
74,130631,0
19,144169,1
57,82650,1
53,54044,1
61,63972,0
40,30512,1
54,147784,1
39,122684,0
29,110153,0
33,34727,1
56,134283,1
29,56821,0
27,66238,1
51,123718,1
21,83780,0
75,141505,0
23,52558,0
73,96561,0
77,95057,0
40,144916,1
77,145266,0
31,30745,1
32,33471,1
28,66594,1
21,33138,1
30,118185,1
38,58252,1
65,120846,1
69,98043,1
24,64947,0
34,55586,0
29,105585,0
18,136847,0
34,90655,0
58,99200,0
31,54107,0
65,134663,0
64,101653,1
54,54650,0
80,36222,1
26,45691,0
23,145279,1
53,32121,0
60,114009,0
41,59801,1
40,85446,1
77,133488,1
54,129096,0
20,90480,0
60,120610,0
70,114728,0
80,74442,1
24,133055,1
47,115654,1
77,97764,1
51,114235,0
74,110081,1
21,106717,1
56,80291,1
67,41320,1
50,106483,1
65,72190,0
39,95620,1
58,80199,1
32,77349,1
38,105628,0
57,58096,1
73,149984,0
66,66288,1
78,67973,0
80,81928,0
71,129053,1
61,61028,0
53,80547,1
67,39741,0
47,49069,1
77,42864,1
65,106439,1
27,32547,1
67,46218,1
32,83588,1
62,32895,1
70,62305,0
21,94628,0
20,93760,1
62,121170,1
57,121880,0
68,67865,0
69,103122,0
64,128173,1
46,122633,1
77,71900,0
50,30749,1
33,83231,0
75,107688,1
26,65439,1
47,102774,0
45,125864,0
68,93192,1
25,66458,0
51,138765,1
27,69025,0
41,124796,1
55,147114,1
31,111586,1
48,83749,1
32,33630,1
66,94036,1
30,66479,0
69,65470,0
54,116399,0
37,115782,0
51,148054,1
79,35015,1
49,30216,1
67,123467,1
62,116288,0
39,133841,1
53,99935,1
32,75198,1
29,109101,1
75,45628,0
34,68733,1
46,51075,0
66,52902,0
21,120126,1
55,100701,0
30,83790,0
28,123623,1
77,39227,1
28,106037,0
29,91150,0
23,138692,0
38,89608,0
66,129736,0
34,126190,1
53,75679,1
44,104386,1
33,73924,0
52,110125,0
62,110340,1
58,96118,1
46,59578,0
72,126819,1
34,72707,0
49,107498,1
26,124099,0
58,76915,1
39,44439,0
51,62042,0
26,61765,1
75,86881,0
79,92541,1
78,92915,0
65,49162,1
46,62027,1
38,48388,0
79,37236,1
78,74055,1
56,73306,1
61,115459,0
29,70820,0
37,145251,0
48,57828,1
30,124245,1
21,33864,0
42,31185,1
28,108630,0
53,116417,1
76,39565,1
77,53319,0
39,95603,0
25,34084,0
20,145269,1
38,71538,1
52,80392,0
32,113357,1
24,74367,1
27,83171,1
72,46391,0
61,85743,0
76,75196,1
32,74612,0
53,44075,0
45,59422,1
78,111811,0
46,83824,1
29,143928,1
29,135784,1
49,79687,0
49,142909,1
41,94425,1
44,127156,0
66,136602,0
78,76405,1
74,49672,0
79,94903,0
35,87738,1
42,74455,1
79,97525,1
75,61485,0
53,96120,0
20,107785,0
34,43667,0
52,92876,1
73,138750,1
68,78191,1
80,117567,1
49,44241,0
39,109310,0
69,88514,1
47,60175,0
25,134772,1
32,141998,1
22,56895,0
74,130608,0
23,89403,1
30,115434,0
27,133003,1
50,79786,0
64,74305,1
62,62449,0
28,60285,0
21,115440,0
80,57458,1
58,123892,0
55,58444,1
18,103408,0
63,35506,1
43,57774,1
74,72971,1
56,94389,0
41,117099,1
71,41740,1
63,149264,1
31,149557,0
55,90361,1
58,83266,0
40,118697,0
77,94627,1
24,33769,0
70,102850,0
20,37267,1
43,91051,0
35,121872,1
52,53152,0
73,76225,0
53,134323,0
20,99479,0
51,139428,0
61,135755,0
23,53503,1
63,117559,0
37,131662,0
34,117846,0
74,47180,1
70,88025,1
27,80274,0
43,62410,0
22,35285,0
23,35388,0
71,101168,0
78,118151,1
47,144355,0
39,44269,1
66,134084,0
78,44932,1
34,37007,0
77,142509,1
20,71922,1
32,49106,1
26,127853,0
28,47755,1
53,47366,1
67,63037,1
59,142041,0
20,99530,1
24,144939,1
29,145809,1
65,107479,1
43,111208,0
75,84957,0
76,48417,1
75,49376,1
39,127237,0
77,139490,0
69,142330,0
76,34956,1
22,74598,1
69,102905,0
18,80784,1
59,86280,1
73,30309,0
54,75018,0
41,75396,1
58,144006,0
48,113307,1
60,72822,1
35,117738,1
68,31653,0
74,131174,1
71,97716,1
25,41607,1
23,88718,0
73,128333,0
35,127590,1
21,89194,0
26,92879,1
51,70959,0
53,134141,0
52,89430,1
64,128717,1
52,58613,1
27,53464,1
33,49235,1
53,92665,1
46,81244,0
74,121541,1
36,63872,0
30,145570,0
60,50935,1
52,75579,0
57,70828,0
60,128182,1
72,41210,1
36,78762,0
47,41642,1
21,143109,1
42,86933,1
54,149589,0
80,47818,1
71,64814,1
46,132998,0
51,54898,1
22,79125,1
66,75140,0
45,50119,0
44,118256,1
51,148771,0
65,73291,0
65,69320,0
74,144854,0
45,108175,0
73,42066,0
36,144373,1
27,54879,1
25,63262,1
36,104703,1
66,148675,0
56,48746,0
73,142201,1
50,45040,1
71,83841,1
59,63654,0
46,66076,1
31,134182,1
50,96308,1
28,115705,0
19,148113,1
59,96072,0
70,145420,1
48,109095,1
27,131488,1
42,119920,1
56,137934,1
31,72722,1
33,134169,0
33,141802,1
60,80431,0
37,136826,1
61,41853,1
72,143219,1
50,145848,0
22,148952,0
20,31388,0
72,53422,0
38,55305,1
74,39698,0
74,55690,0
22,86482,1
71,138254,0
66,46807,1
65,145405,0
46,36092,1
54,134554,0
73,94099,1
58,147630,1
78,143788,0
58,33231,1
67,72375,0
49,112842,0
59,55736,1
52,35042,1
18,86026,0
31,54043,1
70,94789,0
67,37556,0
79,34632,1
56,90805,1
58,55571,1
66,143584,1
66,134721,0
49,74719,1
68,99808,1
44,39410,0
62,70503,1
19,82593,0
27,45183,1
61,145260,0
67,67295,1
71,102857,0
26,85284,0
77,140103,0
53,80679,0
61,129761,1
70,62192,0
20,41645,0
64,52270,1
30,148790,0
73,97416,1
33,134149,0
38,121829,0
64,100940,1
63,68472,1
27,44075,1
48,118399,1
22,80028,0
34,77326,0
45,93664,0
76,84170,0
57,52845,0
51,68897,1
30,118072,1
41,67737,1
38,131832,1
59,56788,1
22,68376,0
45,87287,0
27,102645,1
58,71620,1
73,118324,0
34,61132,0
57,63528,1
46,62738,1
49,140041,1
35,65548,1
64,39695,0
55,94959,1
61,80990,1
19,105543,1
41,34727,0
23,68351,1
69,67443,1
48,34328,0
51,59185,1
59,92307,0
61,128495,0
46,119126,0
53,115200,0
18,69848,0
31,116885,0
53,62848,1
77,103160,1
80,86894,0
79,113497,1
68,60399,1
71,131572,0
67,139009,0
55,119489,0
53,99808,0
76,112126,0
28,87041,1
72,32796,1
80,109609,0
61,86992,0
59,125129,0
25,61543,1
19,76348,0
73,49856,0
48,145640,1
53,74814,1
64,92634,0
34,32502,1
67,84574,1
38,55630,0
75,34949,0
59,141689,0
43,145045,0
30,36182,1
50,51183,0
31,67614,0
43,79444,0
39,51547,0
36,140494,1
48,51722,0
56,74432,1
59,73533,1
27,52298,0
25,58519,0
33,93057,0
48,144631,0
56,113172,1
69,43984,0
31,34055,0
59,80569,0
47,44200,0
28,140174,0
33,142622,1
38,41197,0
63,71435,0
80,141472,1
35,106891,1
67,94834,0
33,63794,0
37,78842,0
51,122360,1
46,120079,1
22,100288,1
72,66376,1
68,57717,0
21,56158,0
36,68909,1
32,124230,0
65,48466,1
37,134747,1
21,137389,0
49,61623,1
40,121509,0
44,105175,0
68,119103,1
24,92600,0
26,141426,0
58,59915,0
80,132505,0
72,43449,1
20,136387,1
39,35393,1
70,70884,0
56,37332,0
51,126739,0
35,59375,0
57,82641,1
41,84696,0
20,79833,0
28,59707,0
35,132362,1
70,94452,1
44,131501,1
65,109083,1
46,112933,0
57,105958,1
73,126310,1
61,105706,1
77,75573,1
36,74536,1
71,43847,0
68,39300,0
69,46354,0
79,69524,0
54,51007,0
40,96588,1
65,132980,0
49,57180,0
48,102826,0
34,79186,1
75,36984,1
55,123749,0
19,118957,0
32,81972,0
42,56386,1
60,56401,0
47,114420,0
34,85099,0
52,139653,0
55,64478,1
29,55720,1
48,73768,0
69,75073,1
57,108442,1
59,81309,1
36,98746,0
31,124612,0
37,40913,0
76,51434,1
26,87493,0
26,110692,1
53,106530,0
62,62131,0
67,68955,0
26,102261,1
46,82693,1
58,31521,1
35,69123,0
39,91486,0
80,97167,0
37,64824,1
45,75469,0
58,131571,1
30,117305,0
24,78407,0
57,144299,0
79,79927,1
78,121075,0
39,103397,1
38,53728,0
20,135001,0
30,91214,1
20,109375,0
50,77536,1
69,40651,0
48,127395,1
19,147345,1
24,89179,1
56,142307,1
27,85265,1
37,96007,0
38,92384,1
43,106060,1
41,99398,0
50,147226,0
20,76719,0
77,127674,1
77,137228,0
64,33986,0
70,82197,1
76,56876,0
51,75462,0
46,56894,1
65,142444,0
29,87082,1
42,69169,0
53,35063,0
73,56352,0
56,35564,0
79,69437,1
64,65289,1
58,116604,1
30,138851,0
37,123595,0
41,118912,1
27,39307,0
23,119796,1
27,121487,1
44,30165,1
59,147283,0
70,57956,0
40,33601,1
78,59655,1
72,128546,1
30,50369,0
49,141841,1
26,94094,1
41,72932,0
40,142178,1
41,99250,0
75,101316,0
57,143480,0
44,92663,1
41,46361,0
74,69932,0
25,77231,0
54,38469,1
35,42644,1
67,51822,1
76,103597,1
42,73971,1
52,137021,1
46,32333,0
63,37048,0
22,94594,1
22,142409,0
71,94868,1
68,145609,0
47,79020,0
73,71469,1
70,124765,0
47,123659,1
79,120281,1
30,129345,0
54,55598,1
72,93067,0
74,137228,0
18,145599,0
33,32752,0
31,92365,1
54,94104,0
22,58112,0
30,95197,0
33,62779,0
41,67144,1
65,71683,0
71,38617,0
60,125612,1
33,96110,1
48,83731,0
53,62140,1
72,44287,1
69,87025,0
58,38261,0
69,78050,1
37,69123,1
30,134861,0
44,50645,1
41,40859,1
64,98894,0
79,148433,1
18,109124,1
70,69528,0
58,112491,1
65,46536,1
20,97076,1
58,79910,1
79,148010,1
44,97612,1
20,56649,0
35,147834,0
35,53664,0
53,52932,0
37,117665,1
76,111538,0
54,119057,1
47,140956,0
22,59027,0
44,35547,1
64,119109,0
52,121436,1
60,73431,0
44,94919,1
67,44731,0
29,53002,1
20,142142,1
52,135699,1
41,45979,1
44,139360,0
63,120584,1
54,95081,0
80,126314,1
69,140128,1
23,101791,1
51,141068,0
70,63986,1
39,142812,0
43,118637,1
27,90920,1
24,65751,1
60,89702,1
46,44981,0
28,76838,0
49,43273,1
62,66636,1
61,130502,1
54,137276,1
63,50521,1
73,47082,0
68,98825,0
42,131225,0
42,125358,0
28,112636,0
62,139086,1
56,139965,1
53,124665,0
40,76618,0
29,130475,0
58,51380,1
30,144372,0
22,105193,1
45,39750,1
64,44085,0
56,106751,0
37,104913,1
33,136314,1
59,132965,0
37,36271,0
34,61870,1
21,112200,0
62,77404,1
67,92589,1
46,133458,1
19,120751,1
31,105805,0
78,53874,1
47,119907,1
79,133984,1
69,112961,1
80,100242,1
31,122415,0
61,34011,1
32,121715,0
37,79428,0
52,146638,0
56,98444,0
60,65172,1
74,127845,1
61,63537,1
66,87552,0
33,84958,0
72,111424,0
76,90702,1
75,135853,1
66,64226,0
48,124490,1
40,71049,0
72,148097,0
46,91976,1
36,140151,1
24,126927,0
22,36347,0
49,84022,0
51,102191,0
44,73208,0
36,118367,0
78,95510,0
78,82143,0
27,140527,1
51,116954,1
21,108469,1
53,76556,0
27,40017,0
49,62037,0
21,101745,1
56,94151,0
53,88755,0
56,102442,1
67,79357,0
69,44543,0
42,84306,1
45,52708,1
25,33847,1
53,145097,1
20,126544,0
70,33022,0
60,75954,0
62,146432,0
50,120699,1
67,98863,1
34,95074,1
22,99402,0
52,66591,1
28,66250,1
67,37960,1
61,49703,0
67,79735,0
67,79455,0
79,128861,0
74,121962,0
67,103008,1
74,31023,0
23,87528,1
65,107282,1
54,88104,0
24,76641,0
32,142150,0
49,49441,0
59,64660,0
34,50320,0
32,148157,0
19,139178,0
77,81721,0
74,101369,1
52,60584,0
73,122729,0
18,87350,0
63,125193,1
57,42444,1
76,56788,0
50,48479,0
24,146594,1
24,83367,0
74,120747,1
48,142550,1
32,141024,1
50,76413,1
57,83755,0
80,45305,0
73,111397,1
50,50775,0
36,120400,0
45,82003,0
40,33110,0
57,78984,1
63,85958,0
56,79761,0
64,33839,1
33,74734,1
38,58559,1
71,72001,1
55,96195,1
65,89968,0
77,134351,1
34,108146,1
80,104748,1
76,127389,1
49,144191,1
69,60773,0
65,53100,1
61,134694,0
80,115617,0
47,126345,1
52,78112,0
35,64497,1
48,46811,0
20,121802,0
61,36013,1
22,107107,0
66,64585,1
69,56570,0
48,131909,1
64,133272,1
29,85631,1
54,51412,0
18,48702,0
21,138107,0
45,32290,1
32,82016,1
39,99359,1
62,38028,1
48,124034,1
57,95646,0
50,53356,1
53,40729,1
64,111306,0
62,46357,0
40,112936,0
64,136647,1
46,77284,0
44,30386,1
59,111123,0
75,125705,0
49,140513,1
30,106283,1
60,46123,0
21,64877,1
73,85928,1
38,121545,1
18,72492,1
63,98001,0
68,145558,0
53,39213,0
56,105630,0
66,149328,0
69,78305,0
34,115846,0
54,41666,0
51,83677,1
62,148745,1
19,114103,0
41,125655,0
52,105392,1
50,119240,1
33,51661,1
66,95816,1
32,57980,0
40,80315,0
42,30591,0
68,49528,0
55,75840,1
44,61324,1
68,66900,0
44,87320,0
38,32536,1
67,38597,1
52,42329,0
68,130809,1
41,97243,0
58,63620,0
48,124721,1
56,59749,1
68,92490,1
62,66832,1
53,121315,0
80,59124,0
71,60352,0
38,42959,1
55,115685,1
72,95739,0
63,76319,1
49,106169,1
18,40999,0
69,39221,1
64,88575,0
26,112925,0
29,101302,0
34,83658,1
62,57167,0
40,91575,1
63,43511,1
55,129752,1
50,77245,1
27,60645,0
39,85586,1
34,35940,0
20,103237,0
55,148266,0
42,115673,0
37,149640,1
36,106604,1
79,138193,1
72,145395,1
66,97755,0
61,60357,0
41,88301,1
56,114688,1
71,121704,1
56,71490,1
54,141237,0
72,32575,0
47,33530,0
32,102875,0
37,40915,1
46,65274,0
43,63202,1
71,82772,1
28,113355,1
45,90271,0
80,69391,0
28,110727,1
70,101833,0
61,142621,1
29,53036,0
46,59053,1
70,112877,0
33,144185,0
47,94323,0
21,40760,0
51,81680,1
41,125041,1
72,144653,0
44,115367,0
51,77437,0
78,102832,0
33,40826,1
37,42074,1
74,121872,0
58,47580,0
69,144511,0
57,30222,0
22,119703,0
62,46654,0
42,41220,0
36,88043,0
62,64719,0
37,110502,1
72,92247,1
63,97140,1
75,39964,1
78,77272,0
60,41040,1
35,92902,0
22,62790,1
45,87529,0
63,147178,1
44,51501,0
75,74046,1
48,123341,0
28,96902,1
49,143004,1
29,130423,0
21,50826,1
71,66075,0
40,52895,1
44,68403,1
67,58299,1
58,48341,1
73,90240,0
73,31328,0
29,119255,1
45,49197,0
55,107953,1
79,110156,1
75,42769,0
79,56710,1
36,31425,1
36,112583,1
18,60224,1
54,107078,1
66,35991,0
21,34379,1
66,71197,1
55,77940,0
52,93721,0
74,40425,1
68,131669,0
57,124095,0
39,59830,1
67,41259,0
70,47621,1
42,59878,1
32,94560,1
53,99887,0
29,123984,1
36,33122,1
80,87104,0
63,141605,1
66,141967,0
72,104812,0
49,132880,1
25,115547,1
20,136715,0
24,149554,1
57,68925,1
49,112011,0
32,79711,1
48,32116,1
70,125194,1
56,43206,0
41,141092,0
24,89131,0
73,51687,1
62,125905,1
25,125229,0
25,141368,1
55,81891,1
39,39205,1
59,127510,0
58,146045,0
36,81203,0
70,92350,0
68,129287,0
66,128219,1
37,95775,1
73,72707,1
69,135498,0
48,87500,0
71,118561,0
50,74245,1
43,101929,1
60,121648,1
20,70741,0
47,44745,0
60,93343,0
51,147706,1
29,61645,0
79,44559,0
64,90519,1
51,85201,0
27,36998,0
18,80266,1
45,118118,0
23,128046,0
33,113202,1
27,48665,0
30,67421,1
29,142986,0
36,120509,0
59,44464,1
22,131866,1
49,37831,1
54,63269,1
36,53689,1
32,66849,0
74,71987,0
25,89640,0
45,127983,1
79,54729,1
56,70753,0
38,40501,1
66,37588,1
77,147887,1
52,118017,0
27,101633,0
75,84656,0
56,139514,1
45,115965,0
61,88145,0
27,133277,0
60,64232,1
32,102966,1
33,72128,1
36,59020,1
35,41341,0
36,94076,0
19,145177,1
80,42304,1
53,116055,0
67,139289,1
57,98137,0
20,79016,0
51,143026,0
35,142830,0
33,108229,0
59,98822,0
24,32442,1
67,139866,1
60,42103,1
37,47350,1
68,40457,1
19,104455,0
23,82072,1
45,52073,1
49,126257,1
35,41950,0
31,86692,1
42,111778,1
67,97341,0
49,65521,0
62,119357,1
39,55360,1
50,91248,0
78,95424,0
80,93351,1
25,92368,1
26,99248,0
59,97221,1
58,113430,0
59,94895,0
25,92176,0
23,30238,1
70,123533,0
52,61608,0
73,48876,0
64,147379,1
23,120364,0
32,134006,1
52,86453,0
32,111023,1
64,93038,0
18,47230,0
29,78272,0
54,100628,1
62,49978,1
20,123989,1
75,120975,0
42,137768,1
53,72565,0
53,56694,0
22,145291,1
23,69140,1
66,145316,1
39,146146,1
72,36609,0
36,88106,1
34,33124,0
49,119550,0
41,77048,0
66,97001,0
40,109628,1
42,37661,1
40,130908,1
30,69815,0
60,90383,0
58,140582,0
58,74418,0
46,78143,0
18,101527,0
52,73968,0
25,100166,1
79,69637,0
48,100272,1
27,145710,1
72,148088,1
24,60279,0
43,36539,1
57,72409,0
59,45409,1
38,136438,0
31,65494,1
45,111719,0
22,45252,1
46,47428,1
76,120958,0
22,119070,1
21,76862,1
67,137736,1
56,58409,1
43,41221,1
66,113797,1
24,63932,1
65,138841,0
25,98997,0
67,97945,0
20,77103,0
78,122356,0
59,137608,1
79,149867,1
72,148660,1
34,63032,1
53,136558,1
40,145139,0
27,86795,0
33,55723,1
61,86308,1
31,147900,0
58,36416,0
71,129276,1
36,98497,1
72,123973,0
62,63127,0
75,140356,1
36,133106,0
46,61281,1
71,48277,0
42,98132,0
38,121351,1
62,124885,0
19,91440,1
78,42448,0
74,34418,1
54,103278,1
76,57952,1
33,59074,0
67,113119,0
33,44483,1
20,35345,0
25,90981,1
18,63214,0
65,39563,0
31,35447,0
34,46840,1
37,127904,0
48,60927,0
75,56202,0
54,43045,1
51,105169,1
55,39252,1
72,98903,1
72,64187,1
35,114317,1
